study,prenr,year,field,glescomp,survey,Fortlaufende,STARTH,STARTMIN,STARTSEC,starttime,ENDEH,ENDEMIN,ENDESEC,endtime,duration_time,TEXT,Participation_W1,Interupted,MODFRAGE,STRATEGI,VALENZ,Content,Character,Theme,ZEIT,POLHAND,KONKR,OBJ,POLEB,BULA,OBJ1,OBJ1S,OBJ1P,OBJ2,OBJ2S,OBJ2P,GRPDARST,HUMOR,Metaphor,Scold,ZAHLEN,LAGE,WERTE,STATISTI,BEISPIEL,HISTORIE,ZITAT
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",423,1,19,46,4786,1,20,6,4806,20,"And I simply have to say that people don't understand that. And that's the problem with the SPD as a whole, that it doesn't really know where to go: Should it praise the successes of the grand coalition, as you do? Should it run against it, as others do when Mr. Heil says ""maximum penalty""? And it's this disunity that makes me say that it doesn't result in stable conditions.",Merkel,Illner,does not apply,Attack,Explicitly,Politics,does not apply,Coalitions in general,Present/generally valid/not recognizable,does not apply,does not apply,singular,Federal level,does not apply,SPD,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,Yes,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",424,1,20,6,4806,1,20,12,4812,6,And that is why I am absolutely certain that we can do it. But with great seriousness about every single vote.,Merkel,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Bundestag election campaign area,Future,None of this,does not apply,singular,Federal level,does not apply,CDU/CSU (Unionsparteien),trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,positive impression,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",425,1,20,12,4812,1,20,15,4815,3,"Mr. Steinmeier, do you have a second FDP in your suitcase somewhere?",Illner,Steinmeier,Critical question,does not apply,does not apply,Politics,does not apply,Coalitions in general,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",426,1,20,15,4815,1,20,19,4819,4,"No, I am just as certain that there will not be a black-yellow coalition on election day.",Steinmeier,no,does not apply,Attack,Explicitly,Politics,does not apply,Bundestag election campaign area,Future,None of this,does not apply,singular,Federal level,does not apply,Schwarz-Gelbe Koalition,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",427,1,20,19,4819,1,20,25,4825,6,Secondly ^ grand coalitions should remain the exception in a democracy.,Steinmeier,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Coalitions in general,Present/generally valid/not recognizable,does not apply,does not apply,No reference object,does not apply,does not apply,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",428,1,20,25,4825,1,20,35,4835,10,"Nevertheless, I now see no reason to distance myself from what I have supported, but I would nevertheless say that we have fallen short of our potential,",Steinmeier,no,does not apply,Self-criticism,does not apply,Politics,does not apply,POLICY,The past,Description of made/not-made policy,Zero statement,singular,Federal level,does not apply,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,Inclusive representation,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",429,1,20,35,4835,1,20,57,4857,22,"and this country needs a different policy for the future. It needs a different policy with a strong social democracy, because I will tell you one thing: democracy will not work in the long term without the social balance that we stand for. And a lot has gone wrong here in recent months. That is precisely why we need a strong social democracy.",Steinmeier,Bobbins,does not apply,Self-presentation,does not apply,Politics,does not apply,POLICY,Future,Announcement of future plans,Zero statement,singular,Federal level,does not apply,SPD,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,negative impression,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",430,1,20,57,4857,1,21,9,4869,12,"And as far as the FDP is concerned, it's a similar situation, Ms. Illner, as it was five years ago with the CDU. I described it again earlier, with the CDU's ^ Leipzig program. That was a ^ market-radical...",Steinmeier,Illner,does not apply,Attack,Explicitly,Politics,does not apply,Economic policy area,The past,Description of made/not-made policy,General presentation,singular,Federal level,does not apply,FDP,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,Yes,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",431,1,21,9,4869,1,21,26,4886,17,"We'll ask Mrs. Merkel that in a moment. (uv) What would also interest me is that you just said yourself that the SPD has fallen short of its potential. In the state elections, they were between 12 and 25 percent, something like that. Now in the federal election, purely arithmetically speaking, if you add it up, you and the Greens only just reach 35 percent.",Klöppel,Illner,Critical question,does not apply,does not apply,Politics,does not apply,Surveys,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",432,1,21,26,4886,1,21,33,4893,7,They would need a third coalition partner. You say it's not the Left. Would it be the Left without Oskar Lafontaine?,Klöppel,no,open question,does not apply,does not apply,Politics,does not apply,Special topic: Cooperation between the SPD and Die Linke,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",433,1,21,33,4893,1,21,43,4903,10,"No. That has only a limited connection with Oskar Lafontaine. I admit, of course such personnel surpluses play a role in the assessment of the Left Party, but it is...",Steinmeier,Bobbins,does not apply,Defense,does not apply,Politics,does not apply,Special topic: Cooperation between the SPD and Die Linke,Present/generally valid/not recognizable,does not apply,does not apply,singular,Federal level,does not apply,Linke-Politiker,Oskar Lafontaine,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",434,1,21,43,4903,1,21,46,4906,3,Did you say that Lafontaine is a personnel surplus?,Klöppel,no,Critical question,does not apply,does not apply,Politics,does not apply,Special topic: Cooperation between the SPD and Die Linke,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",435,1,21,46,4906,1,22,24,4944,38,"It's not the crucial question. Of course it plays a role. I mentioned this earlier in another post: Gregor Gysi and Oskar Lafontaine both fled from positions in which they were threatened with responsibility. First of all, that is not a good example in politics. Secondly, as Foreign Minister, I observed this for four years, I observed it from the government bench, that not a single responsible position in foreign policy was taken. not a single responsible position has been taken in foreign policy. On the contrary, the Left Party even pursued a decidedly anti-European course. That is the reason why I said: It doesn't work at federal level.",Steinmeier,Illner,does not apply,Attack,Explicitly,Politics,does not apply,Special topic: Cooperation between the SPD and Die Linke,The past,Description of made/not-made policy,Concrete statement,singular,Federal level,does not apply,Linke-Politiker,"Gregor Gysi,Oskar Lafontaine",trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",436,1,22,24,4944,1,22,29,4949,5,You say: Over my dead body? But you also know that this can happen relatively quickly in the SPD.,Illner,no,Critical question,does not apply,does not apply,Politics,does not apply,Special topic: Cooperation between the SPD and Die Linke,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",437,1,22,30,4950,1,22,50,4970,20,"Oh, Mrs. Illner. I've known the SPD for a long time. I think I've been a member for 35 years now. I know the internal discussions, I know when there are tensions and frictions. What I said about the coalition with a left-wing party at the federal level, we didn't just discuss it and I said it, it's in the government program. Nobody doubts it, nobody opposes it.",Steinmeier,Illner,does not apply,Defense,does not apply,Politics,does not apply,Special topic: Cooperation between the SPD and Die Linke,Future,Announcement of future plans,Concrete statement,singular,Federal level,does not apply,SPD,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,Yes,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",438,1,22,50,4970,1,22,54,4974,4,"Mrs. Merkel, do you believe him? That would be the question. Do you believe him that there will be no red-red-green?",Klöppel,no,open question,does not apply,does not apply,Politics,does not apply,Special topic: Cooperation between the SPD and Die Linke,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",439,1,22,54,4974,1,22,57,4977,3,"I can't really believe him, because it's about the SPD as a whole.",Merkel,no,does not apply,Attack,Explicitly,Politics,does not apply,Special topic: Cooperation between the SPD and Die Linke,Present/generally valid/not recognizable,does not apply,does not apply,singular,Federal level,does not apply,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",440,1,22,57,4977,1,23,2,4982,5,And ^ Mr. Steinmeier was unable to prevent Mrs. Ypsilanti and her behaviour.,Merkel,no,does not apply,Attack,Explicitly,Politics,does not apply,Political style/ political culture,The past,Description of made/not-made policy,Not useful,singular,Federal level,does not apply,Frank-Walter Steinmeier,Ypsilanti,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",441,1,23,2,4982,1,23,12,4992,10,"Mr. Steinmeier has not been able to prevent an attempt to vote out a successful Federal President ^ with the help of the votes of the Left, and that is why I am simply skeptical. ^ I take all this to...",Merkel,Steinmeier,does not apply,Attack,Explicitly,Politics,does not apply,Special topic: Cooperation between the SPD and Die Linke,The past,Description of made/not-made policy,Concrete statement,singular,Federal level,does not apply,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,Yes,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",442,1,23,12,4992,1,23,17,4997,5,"I don't have to apologize to democracy for the fact that we are running with our own candidate, Mrs. Merkel.",Steinmeier,no,does not apply,Defense,does not apply,Politics,does not apply,Special topic: Cooperation between the SPD and Die Linke,The past,Description of made/not-made policy,Not useful,singular,Federal level,does not apply,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",443,1,23,18,4998,1,23,36,5016,18,I ^ take note of all this. You don't need to apologize at all for running your own candidate. You only have to apologize for wanting to win the highest office in the state with the help of the Left Party. And that is a point that I consider to be a lack of credibility if it continues now.,Merkel,no,does not apply,Attack,Explicitly,Character,Integrity,does not apply,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,Yes,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",444,1,23,36,5016,1,23,50,5030,14,"Peter Struck says there could be a coalition with the Left in 2013. Then I simply say: we have no guarantee that it won't happen during the legislative period and perhaps that will be against Mr. Steinmeier, but we can't guarantee it.",Merkel,no,does not apply,Attack,Explicitly,Politics,does not apply,Special topic: Cooperation between the SPD and Die Linke,Future,Announcement of future plans,Concrete statement,singular,Federal level,does not apply,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",445,1,23,50,5030,1,24,4,5044,14,"You are campaigning for a black-yellow coalition, only a third of Germans want this tiger-duck constellation or coalition, you could say, want black-yellow. Do you have an explanation for why people are afraid of this?",Illner,no,Critical question,does not apply,does not apply,Politics,does not apply,Coalitions in general,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",446,1,24,4,5044,1,24,11,5051,7,"For the sake of honesty, you must now say how people would like to see other coalitions. These wishes are no higher.",Merkel,no,does not apply,Defense,does not apply,Politics,does not apply,Coalitions in general,Present/generally valid/not recognizable,does not apply,does not apply,singular,Federal level,does not apply,"Bürger, Wähler, Volk",trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",447,1,24,11,5051,1,24,36,5076,25,"^ It is the case that there is a fairly high percentage that there is a coalition between the CDU/CSU and the FDP, I prefer to say that, with a strong CDU/CSU that also ensures the coexistence of economic rationality and ^ social balance. And I believe that this could do our country ^ a lot of good, and I am fighting for a strong CDU/CSU coalition.",Merkel,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Coalitions in general,Future,Announcement of future plans,Commonplace,singular,Federal level,does not apply,CDU/CSU (Unionsparteien),trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",448,1,24,36,5076,1,24,46,5086,10,We keep hearing about strong parties. The time sheets also look relatively strong with 32 minutes 36 for Angela Merkel and 32:26 for Frank-Walter Steinmeier.,Klöppel,no,open question,does not apply,does not apply,Politics,does not apply,TV duel itself/time accounts,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",449,1,24,46,5086,1,24,51,5091,5,I would like to know one very last question ^ an answer from you before we come to your closing statements.,Klöppel,no,open question,does not apply,does not apply,Content cannot be assigned,does not apply,does not apply,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",450,1,24,51,5091,1,25,1,5101,10,"When you say, ^ we are a people's party, a strong one, but how big do you have to be to actually deserve this title with just 35 or 20 percent? Please answer very briefly, if you can.",Klöppel,Merkel,open question,does not apply,does not apply,Politics,does not apply,Other Politics dimension,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",451,1,25,1,5101,1,25,13,5113,12,"A people's party has to appeal to all people, from those who do not have a job today to employees and entrepreneurs, from the young to the elderly in our country.",Merkel,no,does not apply,No strategy,does not apply,Politics,does not apply,Other Politics dimension,Present/generally valid/not recognizable,does not apply,does not apply,No reference object,does not apply,does not apply,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",452,1,25,13,5113,1,25,21,5121,8,That is our claim: to be at the center of society. I believe the CDU and the CSU fulfill this claim ^ very successfully.,Merkel,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Other Politics dimension,Present/generally valid/not recognizable,does not apply,does not apply,singular,Federal level,does not apply,CDU/CSU (Unionsparteien),trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",453,1,25,21,5121,1,25,37,5137,16,"And ^ you can see that again and again when you ^ look at the election results in Saxony, for example. And despite everything that ^ has made us dissatisfied with the state election results, I would perhaps like to point out once again that the differences between the SPD and the CDU/CSU are also considerable.",Merkel,no,does not apply,Self-presentation,does not apply,Politics,does not apply,State elections and election campaign in Saxony,The past,None of this,does not apply,singular,Federal level,does not apply,CDU/CSU (Unionsparteien),trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",454,1,25,37,5137,1,25,42,5142,5,"I've learned a new word, Tiger Duck Coalition. Who is Tiger and the duck I think about all the time.",Plasberg,no,open question,does not apply,does not apply,Politics,does not apply,Coalitions in general,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",455,1,25,42,5142,1,25,51,5151,9,"Yes, I didn't invent the word. I always find that ^ with such serious questions, I mean, this is about the future of our country, I have to say that again ^ and not about any games,",Merkel,no,does not apply,No strategy,Implicit,Politics,does not apply,Coalitions in general,Present/generally valid/not recognizable,does not apply,does not apply,singular,Federal level,does not apply,Moderatoren,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",456,1,25,51,5151,1,26,8,5168,17,"and the question is: how will this country get out of this crisis and I am very serious about this, because ^ the question of whether we can do it, how we can do it, how quickly we can do it, ^ millions of jobs depend on it. And ^ that is why I say ^ that the Union will work to ensure that this country moves forward.",Merkel,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Economic/financial crisis specifically,Future,Announcement of future plans,Zero statement,singular,Federal level,does not apply,CDU/CSU (Unionsparteien),trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,negative impression,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",457,1,26,8,5168,1,26,13,5173,5,May Mr. Steinmeier briefly explain to us why the SPD is still a people's party if it is so narrowly ahead of the Left?,Klöppel,Steinmeier,Critical question,does not apply,does not apply,Politics,does not apply,Other Politics dimension,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",458,1,26,13,5173,1,26,20,5180,7,"I always hear you, including Kloeppel, rejoicing that the people's parties are supposedly coming to an end.",Steinmeier,no,does not apply,No strategy,does not apply,Politics,does not apply,Political style/ political culture,Present/generally valid/not recognizable,does not apply,does not apply,singular,Federal level,does not apply,Moderatoren,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",459,1,26,20,5180,1,26,40,5200,20,"I think we are denying a bit of our own history. I think that the people's parties, the history of the people's parties has done this post-war German democracy good, has given it stability. There has been a process of differentiation. There are now more parties in parliament. As a result, the residual distribution mass for the traditional people's parties has become smaller, so to speak.",Steinmeier,no,does not apply,Defense,does not apply,Politics,does not apply,Other Politics dimension,The past,None of this,does not apply,singular,Federal level,does not apply,Nicht feststellbar,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,positive impression,Yes,no,no,Yes,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",460,1,26,40,5200,1,26,54,5214,14,But the SPD will not give up its claim to develop a policy offering for society as a whole. This is not a disadvantage if a party like the SPD thinks for the whole and does not develop into a clientele party.,Steinmeier,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Other Politics dimension,The future,Announcement of future plans,Zero statement,singular,Federal level,does not apply,SPD,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",461,1,26,54,5214,1,27,3,5223,9,And their time accounts are still very evenly balanced. We are close to the end and the first thing we hear at this point is the statement by challenger Frank-Walter Steinmeier.,Illner,no,open question,does not apply,does not apply,Politics,does not apply,TV duel itself/time accounts,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",462,1,27,3,5223,1,27,37,5257,34,"Yes, dear citizens, I want to be honest: We are in the middle of a crisis and we are not out of the woods yet. I am firmly convinced that we can get out of this crisis. Our economy is strong and the people will help us overcome this crisis. The only question is which direction we take on the way out of this crisis, and you will make a decision on this on September 27.",Steinmeier,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Economic/financial crisis specifically,Future,Announcement of future plans,Zero statement,singular,Federal level,does not apply,"Bürger, Wähler, Volk",trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,positive impression,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",463,1,27,37,5257,1,27,50,5270,13,"A decision, not a choice of fate for the parties. But an election, a decision about the direction of politics, the future of the country and their personal future.",Steinmeier,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Bundestag election campaign area,The future,None of this,does not apply,singular,Federal level,does not apply,"Bürger, Wähler, Volk",trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",464,1,27,50,5270,1,28,3,5283,13,One direction is that of black-yellow. Black-yellow will mean that those who caused the crisis will not be held responsible for the subsequent costs.,Steinmeier,no,does not apply,Attack,Explicitly,Politics,does not apply,Economic/financial crisis specifically,Future,Announcement of future plans,General presentation,singular,Federal level,does not apply,Schwarz-Gelbe Koalition,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,negative impression,no,no,no,no,no
